clause_text,clause_type,domain,risk_level,source,is_synthetic
"Liquidmetal grants to Eutectix during the Term of this Agreement and subject to the Field of Use Restrictions (as defined below), a royalty-bearing, worldwide, non-transferrable, non-exclusive license (or sublicense as the case may be) to the Licensed Patents (as defined below) and the Licensed Technical Information (as defined below) to make and have made, assemble and have assembled, use, sell, offer to sell, import and offer to import, export and offer to export, distribute and offer to distribute, repair, reconstruct, practice, and maintain Licensed Products in the Field (as defined below).",License Grant,Original Corporate,HIGH,splits/train.csv,False
"Upon Expiration of this Agreement: (i) the licenses granted to BLI from Ginkgo pursuant to Section 9.2 (Grants to BLI) and the licenses granted to Ginkgo from BLI in Section 9.1.1 (Scope of Grants) and 9.1.2 (License Grant to Exploit [***]) shall survive and become perpetual, irrevocable, and royalty-free, (ii) no royalties shall be payable by Ginkgo on the sale or transfer of a Licensed Product, (iii) the pricing terms for Beacon Optofluidic Machines, Consumables, and services (including Services) set forth in Section 5.2.2 (Pricing - Adjustments) shall [***], (iv) the restrictions on BLI set forth in Section 6.2.1 (Restrictions on BLI) shall survive to the extent set forth therein and (v) [***].",Irrevocable Or Perpetual License,Original Corporate,HIGH,splits/train.csv,False
"Unless otherwise provided in the applicable Facility Addendum, this Agreement (a) shall commence on the Effective Date and shall continue for a period of four (4) years from such date (the ""Initial Term"" of this Agreement), unless sooner terminated pursuant to Section 7.3, 7.4, 7.5, 7.6 or 7.7, and (b) may be extended for up to three (3) additional periods of twelve (12) months (each, an ""Extension Period"") by written notice given by Customer to Manufacturer not less than twelve (12) months prior to the expiration of the Initial Term or the applicable Extension Period, as the case may be.",Expiration Date,Original Corporate,HIGH,splits/train.csv,False
"Therefore, the rights, privileges and interests of Developer under this Agreement shall not be assigned, sold, transferred, leased, divided or encumbered, voluntarily or involuntarily, in whole or in part, by operation of law or otherwise without the prior written consent of El Pollo Loco, which consent may be given or withheld as El Pollo Loco's sole and absolute right.",Anti-Assignment,Original Corporate,HIGH,splits/train.csv,False
"Notwithstanding the foregoing, in no event will Fox develop, publish and/or distribute games derived from the Property ""ICE AGE 2"" prior to January 1, 2007.",License Grant,Original Corporate,HIGH,splits/train.csv,False
"This Agreement and all questions regarding its validity or interpretation, or the breach or performance of this Agreement, shall be governed by, and construed and enforced in accordance with, the laws of the State of New York, United States, without reference to conflict of law principles.",Governing Law,Original Corporate,HIGH,splits/train.csv,False
"Upon termination of the Agreement, VerticalNet and LeadersOnline shall jointly own all User Data.",Joint Ip Ownership,Original Corporate,HIGH,splits/train.csv,False
"Except as otherwise set forth herein, neither Party shall transfer, assign or cede any rights or delegate any obligations hereunder, in whole or in part, whether voluntarily or by operation of law, without the prior written consent of the other Party, which consent may be withheld at the other Party's reasonable business discretion; provided, however, that either Party may transfer this Agreement without prior written consent of the other Party to an Affiliate or in connection with a merger or sale of all or substantially all of the stock or assets of such Party.",Anti-Assignment,Original Corporate,HIGH,splits/train.csv,False
"EXCEPT FOR LIABILITY ARISING UNDER SECTION 8 OF THIS AGREEMENT, IN NO         EVENT SHALL EITHER PARTY'S LIABILITY ARISING OUT OF THIS AGREEMENT OR         THE USE OR PERFORMANCE OF THE SOFTWARE EXCEED THE TOTAL AMOUNT ACTUALLY         PAID BY CORIO HEREUNDER FOR THE TRANSACTION WHICH THE LIABILITY RELATES         TO DURING THE TWELVE (12) MONTHS IMMEDIATELY PRIOR TO THE FILING OF THE         CAUSE OF ACTION TO WHICH THE LIABILITY RELATES. EXCEPT FOR LIABILITY         ARISING UNDER SECTION 8 OF THIS AGREEMENT, IN NO EVENT SHALL EITHER         PARTY HAVE ANY LIABILITY TO THE OTHER PARTY FOR ANY LOST PROFITS OR         COSTS OF PROCUREMENT OF SUBSTITUTE GOODS OR SERVICES, OR FOR ANY         INDIRECT, SPECIAL OR CONSEQUENTIAL DAMAGES HOWEVER CAUSED AND UNDER ANY         THEORY OF LIABILITY AND WHETHER OR NOT SUCH PARTY HAS BEEN ADVISED OF         THE POSSIBILITY OF SUCH DAMAGE.",Cap On Liability,Original Corporate,HIGH,splits/train.csv,False
"Application Provider will not serve advertising on the Co-Branded      Application for any ""Excite@Home Named Competitor,"" as specified in      EXHIBIT E.",Non-Compete,Original Corporate,HIGH,splits/train.csv,False
This Agreement is personal to the Consultant and the Consultant shall not have the right to assign any of Consultant's rights or delegate any of Consultant's duties without the express written consent of the Company.,Anti-Assignment,Original Corporate,HIGH,splits/train.csv,False
"You further covenant and agree that, for a continuous period of two (2) years after (1) the expiration of this Agreement, (2) the non-renewal of this Agreement, (3) the termination of this Agreement, and/or (4) a transfer as contemplated in Section 16 above: 19.5.1 you will not directly or indirectly, for yourself, or through, on behalf of, or in conjunction with any person, firm, partnership, corporation, or other entity, sell, assign, lease, and/or transfer the Approved Location to any person, firm, partnership, corporation, or other entity that you know, or have reason to know, intends to operate a Competitive Business at the Approved Location; and 19.5.2 you will not solicit, divert, or attempt to solicit or divert any actual or potential business or customer of the Franchised Business to any Competitive Business. 19.5.3 You agree that, by the terms of any conveyance, selling, assigning, leasing or transferring your interest in the Approved Location, you shall include these restrictive covenants as necessary to ensure that a Competitive Business that would violate this Section is not operated at the Approved Location for this two-year period, and you will take all steps necessary to ensure that these restrictive covenants become a matter of public record.",Anti-Assignment,Original Corporate,HIGH,splits/train.csv,False
"return to WGT within twenty (20) days following the expiration or      termination of the Term, any and all (i) demonstration Product provided to      Distributor; (ii) Products not already paid for in full by Distributor; and      (iii) promotional literature, data, information and other items received by      Distributor under this Agreement;",Post-Termination Services,Original Corporate,HIGH,splits/train.csv,False
"Subject to the terms and conditions of this Agreement, Licensor hereby grants to Licensee, and Licensee hereby accepts from Licensor, an  exclusive, non-transferable (except as set forth in Section 10.7) and non-sublicensable (except as provided in Section 2.1(c)) license to use the  Licensed Domain Names in connection with the Business during the Term",Exclusivity,Original Corporate,HIGH,splits/train.csv,False
"Notwithstanding the foregoing, in the event the form of consideration paid or payable includes securities for which there is not an active public market, in lieu of paying that portion of the fee with such securities COMPANY will make a cash payment to JHU equal to the fair market value of such securities.",Change Of Control,Original Corporate,HIGH,splits/train.csv,False
"If King does not perform, in the aggregate, two times the PDE Minimum in any two consecutive Agreement Quarters, Depomed may demand that King cure such default by (A) [***] and (B) [***], in each case, prior to the end of the next succeeding Agreement Quarter following notice from Depomed.",Minimum Commitment,Original Corporate,HIGH,splits/train.csv,False
"In case of termination on the basis of Article 14.1 (b) if CERES is the breaching Party, Article 14.1 (c) if CERES ceases substantially all  activities in the COLLABORATION CROPS, Article 14.1 (d) (i), (ii) or (iii) or Article 14.1. (e) (iii), at or about the effective date of termination, the  Parties will negotiate in good faith to reach agreement as to the rights to use and commercially exploit JOINT INTELLECTUAL PROPERTY not  covered by any relevant license/commercialization agreement between the Parties, which rights will be addressed in one or more written  agreements.",Post-Termination Services,Original Corporate,HIGH,splits/train.csv,False
"The Company or the Contractor may terminate this Agreement at any time in whole or in part as more  specifically provided below, and in such case, the Contractor will be paid fees incurred up to the date of such termination plus its expenses  accrued as of such date within 30 days of such termination.",Termination For Convenience,Original Corporate,HIGH,splits/train.csv,False
"EKR Improvements shall be owned by EKR  and upon termination of this Agreement by PPI pursuant to Section, shall be deemed be licensed to PPI on a worldwide, non-exclusive,  irrevocable basis, at a royalty or for such other consideration as may be mutually agreed upon by the parties in writing.",License Grant,Original Corporate,HIGH,splits/train.csv,False
"This Agreement shall terminate (a) at the option of any party, upon 90 days' advance written notice to the other parties hereto;",Termination For Convenience,Original Corporate,HIGH,splits/train.csv,False
"This Limited Power of Attorney shall bind and benefit the respective successors and assigns of the Adviser and FASC; provided, however, that FASC shall have no power or authority hereunder to appoint a successor or substitute attorney in fact for the Adviser or any Fund.",Anti-Assignment,Original Corporate,HIGH,splits/train.csv,False
"Regardless of the place of execution hereof, this Agreement, all amendments hereto, and any and all  issues or controversies arising here from or related hereto, shall be governed by and construed exclusively in  accordance with the laws and decisions of the State of Georgia.",Governing Law,Original Corporate,HIGH,splits/train.csv,False
"Except for liability for (i) breach of the confidentiality obligations described in Article 14, (ii) misappropriation or infringement by a Party of the other Party's Intellectual Property Rights, or (iii) gross negligence or willful misconduct:

(a) IN NO EVENT SHALL A PARTY BE LIABLE FOR ANY PUNITIVE, EXEMPLARY, INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES OR EXPENSES, INCLUDING LOSS OF PROFITS, REVENUE, DATA, OR USE, WHETHER IN AN ACTION IN CONTRACT OR TORT (INCLUDING ERRORS OR OMISSIONS OR BREACH OF WARRANTY), EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES;",Uncapped Liability,Original Corporate,HIGH,splits/train.csv,False
"Unless  earlier   terminated   otherwise  provided                   therein,  this  Agreement,  subject to the  commencement  date                   established  in Section 1.3,  shall be effective  immediately.",Effective Date,Original Corporate,HIGH,splits/train.csv,False
"Company hereby grants to ACSI, during the Term, a non-exclusive, non-transferable (except in accordance with Section 11.7  [Assignment]) license, which ACSI may sublicense only to its Affiliates, to use the Company Intellectual Property supplied by Company to ACSI as is reasonably necessary to perform its obligations under this Agreement; provided, however, that ACSI shall not use Company's Trademarks, including in any advertising, without Company's prior written consent, unless such use conforms to a written Trademark use policy previously furnished by Company to ACSI and not subsequently modified or revoked.",License Grant,Original Corporate,HIGH,splits/train.csv,False
"If the Client, in its reasonable discretion, consents, the Client is hereby granted an exclusive, worldwide, royalty-free, perpetual, irrevocable license to use, distribute, modify, publish, and otherwise exploit the incorporated items in connection with the work product developed for the Client.",Exclusivity,Original Corporate,HIGH,splits/train.csv,False
"Such Promotion Fees shall be calculated by:

(a) the following formula for the period from the Effective Date through September 30, 2010:

For example: if during the month of March 2010 (a) (A) above was 2,000 TRx and (B) above was $36.50 then MBRK  would be remit $36,500.00 to DD.

OR

(b) the following formula for the period from October 1, 2010 through termination of this Agreement:

  (A)   the Actual DD Target Segment MOXATAG TRx for the Promotional Measurement Period multiplied by:      (B)   the applicable Gross Margin Per TRx multiplied by:      (C)   50%.

  (A)   the Actual DD Target Segment MOXATAG TRx Tablets for the Promotional Measurement Period multiplied by:      (B)   the applicable Gross Margin Per Tablet multiplied by:      (C)   50%.",Revenue/Profit Sharing,Original Corporate,HIGH,splits/train.csv,False
"Upon expiration or termination of this Agreement, but prior to the effectiveness of full termination of the Agreement, AT&T may exercise any rights and remedies available to AT&T under this Agreement, at law or in equity, including AT&T's right to exercise any one or more of the Termination Remedies set forth in the Build Addendum, and Vendor shall, upon the request and at the expense (other than termination in accordance with Subsection (c) hereof) of AT&T:",Post-Termination Services,Original Corporate,HIGH,splits/train.csv,False
"This Agreement shall be governed by the laws of the State of New York and all disputes and controversies arising out of or in connection with the Agreement shall be brought exclusively before the competent courts in New York County, New York; provided however that judgment shall be enforceable in any country and that nothing in this Section shall prevent or restrict either Party from seeking interim relief in any competent jurisdiction as it may deem fit.",Governing Law,Original Corporate,HIGH,splits/train.csv,False
"Any sale,           transfer or other conveyance of all or any part of the stock in, or           assets of, Licensor in violation of this Section shall be null and           void.",Rofr/Rofo/Rofn,Original Corporate,HIGH,splits/train.csv,False
17.1.3. Induce any person to leave his or her employment with us.,No-Solicit Of Employees,Original Corporate,HIGH,splits/train.csv,False
"During the Term and for seven (7) years after the expiration or termination of this Agreement, or such longer period as required by applicable law,  Reseller agrees to maintain complete books, records and accounts relevant to the computation of and accounting for the amounts payable under  this Agreement.",Post-Termination Services,Original Corporate,HIGH,splits/train.csv,False
"If a Change in Control occurs with respect to Customer, Metavante agrees to continue to provide Services under this Agreement; provided that (a) Metavante's obligation to provide Services shall be limited to the Entities comprising the Customer prior to such Change in Control and (b) Metavante's obligation to provide Services shall be limited in any and all circumstances to the number of accounts processed in the three (3) -month period prior to such Change in Control occurring, plus twenty-five percent (25%).",Change Of Control,Original Corporate,HIGH,splits/train.csv,False
"Subject to the terms and conditions hereof, drkoop.com hereby represents that it has the power and authority to grant, and does hereby grant to Sponsor a non-exclusive, non-transferable, royalty-free, worldwide license to reproduce and display all logos, trademarks, trade names and similar identifying material relating to drkoop.com and, solely as allowed pursuant to this Agreement, to the Dr. C. Everett Koop name (collectively, the ""drkoop.com Marks"") solely in connection with the promotion, marketing and distribution of the parties and the Sites in accordance with the terms hereof, provided, however, that Sponsor shall, other than as specifically provided for in Section 4.4 of this Agreement, not make any specific use of any drkoop.com Marks without first submitting a sample of such use to drkoop.com and obtaining its prior consent, which consent shall not be unreasonably withheld.",License Grant,Original Corporate,HIGH,splits/train.csv,False
"EXCEPT FOR PIVX'S OBLIGATIONS UNDER SECTION 4.2, IN NO EVENT SHALL PIVX'S OR ITS LICENSORS' LIABILITY TO DETTO OR ANY THIRD PARTY ARISING OUT OF THIS AGREEMENT EXCEED THE TOTAL AMOUNT ACTUALLY RECEIVED BY PIVX HEREUNDER DURING THE PREVIOUS SIX (6) MONTHS.",Uncapped Liability,Original Corporate,HIGH,splits/train.csv,False
"Notwithstanding the foregoing, each Party may assign the rights and obligations under this Agreement in whole, without consent of the other Party, to a Third Party or Affiliate in connection with the transfer or sale of all or substantially all of its business or in the event of a merger, consolidation or change in control provided that the assignee assumes in writing and becomes directly obligated to the other Party to perform all of the obligations of assignor under this Agreement.",Change Of Control,Original Corporate,HIGH,splits/train.csv,False
"Sanofi shall transfer and assign, and shall ensure that its Affiliates transfer and assign, to RevMed, at no cost to RevMed, all Product Marks exclusively relating to any Termination Product, provided that such Product Marks do not contain the business entity names of Sanofi or its Affiliates or variations thereof, except as may otherwise be required by Applicable Law during a transition period to avoid any interruptions in supply of Termination Product to patients. I",Ip Ownership Assignment,Original Corporate,HIGH,splits/train.csv,False
"Neither Party may assign this Agreement or any of its rights or obligations hereunder, except as expressly permitted hereunder, or delegate any of its obligations under this Agreement, whether by operation of law or otherwise, in whole or in part, without the consent of the other Party, except as follows:

(i) Sanofi may, without consent of RevMed, assign this Agreement or its rights and obligations hereunder in whole or in part to any Affiliate of Sanofi, and RevMed may, with the consent of Sanofi (not to be unreasonably withheld, delayed or conditioned), assign this Agreement or its rights and obligations hereunder in whole or in part to any Affiliate of RevMed;",Anti-Assignment,Original Corporate,HIGH,splits/train.csv,False
"Each Party waives any right to recover consequential, incidental, indirect, exemplary, punitive or any other types of indirect damages from the other Party for a breach of this Agreement.",Cap On Liability,Original Corporate,HIGH,splits/train.csv,False
"Subject to the terms of this Agreement, including without limitation Section 2.2, Theravance grants to GSK, and GSK accepts, an exclusive (except as to Theravance and its Affiliates) license in the Field under the Theravance Patents, Theravance Know-How and Theravance's rights in the Joint Inventions to make, have made, use and Develop Collaboration Products for Commercialization in the Territory.",Exclusivity,Original Corporate,HIGH,splits/train.csv,False
"TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW, IN NO EVENT SHALL CHANNEL PARTNER, IPASS OR ITS SUPPLIERS BE LIABLE FOR ANY SPECIAL, INCIDENTAL OR CONSEQUENTIAL DAMAGES, OR FOR INTERRUPTED COMMUNICATIONS, LOST DATA OR LOST PROFITS, ARISING OUT OF OR IN CONNECTION WITH THE SERVICE.",Cap On Liability,Original Corporate,HIGH,splits/train.csv,False
"1.1 Grant of License.   1.1.1 WCC grants a limited, non-exclusive license to XLI to use the West Coast Customs name, image, likeness and signature, including specific West Coast Customs Trademarks (including West Coast Customs logo trademarks and approved West Coast Customs vehicle imagery and trademarks) (collectively the ""Trademarks"") during the term of this Agreement in connection with national, regional or local print advertising, together with Internet, television, video and on-site event advertising, only in connection with the PROMOTION, subject to all of the terms and conditions hereof.",Non-Transferable License,Original Corporate,HIGH,splits/train.csv,False
"Pretzel  Time  will not,  as long as this  Agreement  is in effect  and Franchisee  is not in default,  enfranchise  or operate any other  Pretzel  Time Franchise  within the following  enclosed  mall or building  except as otherwise provided herein (hereinafter  referred to as ""Territory""):  none.",Non-Compete,Original Corporate,HIGH,splits/train.csv,False
"Roche hereby grants to FMI a non-exclusive, royalty-free, worldwide, perpetual, and sublicensable license to any IP Controlled by Roche and developed under the ctDNA Platform Development Program (excluding Roche Immunotherapy Sample Results) to the extent necessary for FMI to research, develop, make, have made, use, offer for sale, sell, import and commercialize the ctDNA Assays.",License Grant,Original Corporate,HIGH,splits/train.csv,False
"No party to this Agreement has the right to assign any of its rights or obligations hereunder, except as already set forth under this Agreement.",Anti-Assignment,Original Corporate,HIGH,splits/train.csv,False
"Upon expiration of this Agreement, the licenses granted to Ono under Section 2.1 shall become non-exclusive, fully paid- up, irrevocable, perpetual, royalty free licenses, with sublicensing rights, to Develop, Manufacture, and/or Commercialize the Products in the Ono Territory.",License Grant,Original Corporate,HIGH,splits/train.csv,False
Neither Party shall assign any rights or obligations provided herein without the prior written consent of the other Party.,Anti-Assignment,Original Corporate,HIGH,splits/train.csv,False
"You covenant and agree that You (or any shareholder if Your Franchise is a corporation) shall not, for a period of two years following termination of this Agreement for any reason, either directly or indirectly own, maintain, engage in, be employed by, advise, consult, assist, invest in or have any interest whatsoever in any business or entity which competes with or offers products or services which are the same or similar to those of AIRSOPURE or the Franchise within a radius of 25 miles of Your Exclusive Territory.",Non-Compete,Original Corporate,HIGH,splits/train.csv,False
"This Agreement will take effect on the Effective Date and remain in effect for a period of 1 year; provided, that Sections 2 and 3 level shall terminate promptly upon (a) any action or omission by Client or any of its customers which constitutes a breach of or default by TrueLink under any System Agreement or Credit Repository Agreement, which breach or default has either not been cured or cannot be cured within the applicable cure period and the consequences of which is that TrueLink will lose material rights it had pursuant to said Agreements or (b) any violations or breach by Client of Sections 8a - 8c.",Expiration Date,Original Corporate,HIGH,splits/train.csv,False
"If this Agreement is terminated or expires in accordance with this Section 15 (other than termination by the Company in the event of an uncured material breach by MBE), then MBE shall have a period of up to twenty-four (24) months from and after the date of such termination, to make arrangements with respect to the conversion of the Service to a non-Company manifest system (the ""Termination Period"").",Post-Termination Services,Original Corporate,HIGH,splits/train.csv,False
"The Joint Venture shall commence on the 1st of      March, 2003, and shall be effective until February 28, 2004 unless extended      by written agreement of the Joint Venturers not less than thirty (30) days      prior to scheduled termination.",Expiration Date,Original Corporate,HIGH,splits/train.csv,False
"Aimmune covenants that it will not research or develop (including Develop) the Antibody itself, including not developing any modification, variant, fragment, progeny or derivatives of such Antibody, in each case, in a way that would produce a molecule that is neither the Antibody nor a molecule that falls within the definition of a Product.",Non-Compete,Original Corporate,HIGH,splits/train.csv,False
"In the event of the death or incapacity of an individual franchisee, or any partner or shareholder of you which is a partnership or corporation, where the aforesaid provisions of Paragraph XVIII have not been fulfilled within the time provided, all rights licensed to you under this Agreement shall, at our option, terminate forthwith and we will have the option to purchase the assets of the Franchised Restaurant in accordance with Paragraph XVII.K. herein.",Rofr/Rofo/Rofn,Original Corporate,HIGH,splits/train.csv,False
"If termination occurs after the Effective Date but before the second anniversary of the Opening Date, you will pay us Liquidated Damages in an amount equal to $3,600 multiplied by the number of approved Guest Rooms at the Hotel.",Liquidated Damages,Original Corporate,HIGH,splits/train.csv,False
GINARES  agrees that the sole and exclusive remedy for money damages related to this Agreement and the transactions contemplated hereby shall be the rights to indemnification set forth in this Section 9.,Cap On Liability,Original Corporate,HIGH,splits/train.csv,False
"Raw data, documentation, batch records, source documents, product disposition records and reports (collectively, ""Documentation"") shall be retained by SCIEN for a minimum period of two (2) years after termination or expiration of the Specialty Distributor Purchase and Service Agreement between HEMISPHERX and SCIEN.",Post-Termination Services,Original Corporate,HIGH,splits/train.csv,False
"VerticalNet and PaperExchange shall be responsible for the sale of all advertising on the Co-Branded Sites; provided, however, that neither party shall sell advertising on the Co-Branded Sites to a competitor (as defined in 1.16 and 1.25) and provided that each party shall submit any proposed advertising for the Co-Branded Sites to the other party for its prior written approval, such approval not to be unreasonably withheld, delayed or conditioned.",Non-Compete,Original Corporate,HIGH,splits/train.csv,False
"Subject to Section 12.2, neither party shall assign its rights or obligations hereunder, in whole or in part, except with the prior written consent of the other party, except to a party acquiring all of the business of the assigning party to which this Agreement relates.",Anti-Assignment,Original Corporate,HIGH,splits/train.csv,False
"IN NO EVENT SHALL COMPANY BE LIABLE TO CONSULTANT OR TO ANY OTHER PARTY FOR ANY INDIRECT, INCIDENTAL, SPECIAL OR CONSEQUENTIAL DAMAGES, OR DAMAGES FOR LOST PROFITS OR LOSS OF BUSINESS, HOWEVER CAUSED AND UNDER ANY THEORY OF LIABILITY, WHETHER BASED IN CONTRACT, TORT (INCLUDING NEGLIGENCE) OR OTHER THEORY OF LIABILITY, REGARDLESS OF WHETHER COMPANY WAS ADVISED OF THE POSSIBILITY OF SUCH DAMAGES AND NOTWITHSTANDING THE FAILURE OF ESSENTIAL PURPOSE OF ANY LIMITED REMEDY.",Cap On Liability,Original Corporate,HIGH,splits/train.csv,False
"Subject to Section 1.6, by Vendor (or successor to Vendor), upon written notice to Distributor of a change of control of Vendor and the election by Vendor (or successor to Vendor) to terminate this Agreement, where a ""change of control"" shall mean a change in ownership of the Vendor such that an unaffiliated third party acquires a majority of the voting power of Vendor;",Change Of Control,Original Corporate,HIGH,splits/train.csv,False
"This Agreement shall be automatically renewed for successive three (3) year terms thereafter (each a ""Renewal Term"" and together with the Initial Term, the ""Term"") until and unless (i) either Party provides the other Party written notice of non-renewal no later than ninety (90) days prior the end of the Initial Term or any Renewal Term or (ii) earlier terminated as provided in this ARTICLE 11.",Renewal Term,Original Corporate,HIGH,splits/train.csv,False
"In the event that Vyera experiences a Change of Control with a Third Party that is actively engaged in the Development, Manufacture or Commercialization of a Competitive Product, then, Vyera shall either: (a) within ninety (90) days after the closing of such Change of Control, enter into a binding written agreement to sell, transfer, assign or divest all of Vyera's and/or its Affiliate's rights in and to such Competitive Product to a non-Affiliate Third Party and consummate such sale, transfer, assignment or divestiture of said rights not later than ninety (90) days following the date of the binding Agreement; or (b) within six (6) months after the closing of such Change of Control, terminate any and all Development, Manufacturing, Commercialization and/or other exploitation of such Competitive Product; or (c) terminate this Agreement in accordance with Section 11.2(c).",Change Of Control,Original Corporate,HIGH,splits/train.csv,False
"This Agreement and all of the provisions hereof shall be binding upon and inure to the benefit of the Parties and their respective successors and permitted assigns (including by operation of law), but neither this Agreement nor any of the rights, interests or obligations hereunder shall be assigned by any Party, whether by operation of law or otherwise, without the prior written consent of the other Party; provided that either Party may collaterally assign its rights under this Agreement to any party providing debt or equity financing to such Party without the consent of the other Party.",Anti-Assignment,Original Corporate,HIGH,splits/train.csv,False
"During the Term of this Agreement, Surgical will not to enter into any other agreement or arrangement that will directly or indirectly compete with the Services to be rendered hereunder, as such agreement shall be considered a breach of this Agreement.",Non-Compete,Original Corporate,HIGH,splits/train.csv,False
"FG shall have the exclusive right and obligation to supply the Lead Compounds to Astellas and its Affiliates and Sublicensees for all development and commercial purposes, and Astellas and its Affiliates and Sublicensees shall purchase such Lead Compounds exclusively from FG.",Exclusivity,Original Corporate,HIGH,splits/train.csv,False
Neither party shall voluntarily or by operation of law assign or otherwise transfer the rights and/or obligations incurred pursuant to the terms of this Agreement without the prior written consent of the other party.,Change Of Control,Original Corporate,HIGH,splits/train.csv,False
"Licensee's sole and exclusive remedy and VOTOCAST'S sole and exclusive liability for any loss or interruption of Services shall be as follows. For loss or interruption of Services which is not due to scheduled maintenance, and is caused by VOTOCAST, and such loss or interruption of Services exceeds a continual period of one (I) hour per Exhibit C, Licensee shall receive a credit against future Services equal to one-thirtieth (1/30) of the monthly fees for the Services for each cumulative hour, up to a maximum total of the fees charged for Services for the applicable month of the affected Services.",Cap On Liability,Original Corporate,HIGH,splits/train.csv,False
"Customer hereby grants to Manufacturer a non-exclusive license during the Term to use any Customer Property and Customer-Owned Improvements and Developments solely in connection with Manufacturer performing its obligations under this Agreement or the Facility Addendum in accordance with the terms hereof or thereof, as applicable",Affiliate License-Licensor,Original Corporate,HIGH,splits/train.csv,False
"During the Term, VerticalNet shall have the exclusive right to arrange for the sale of ***** of the third party advertising inventory (which shall consist of a minimum of one advertisement per page on each of the ""Co-Branded Equipment,"" ""Co-Branded Careers,"" ""Resources"" and ""Home Page"" sections or successor, replacement or substitute sections) of the PaperExchange Site and shall be consistent with the amount of advertising on other business to business vertical sites on the PaperExchange Site (the ""Third Party Advertising Allocation"").",Exclusivity,Original Corporate,HIGH,splits/train.csv,False
"The sole and exclusive remedy for any breach of this IP Agreement, including the representations and warranties and covenants herein, shall be as set forth in Article 8 of the Acquisition Agreement.",Cap On Liability,Original Corporate,HIGH,splits/train.csv,False
"Neither party shall in any way sell, transfer, assign,           sub-contract or otherwise dispose of any of the rights, privileges,           duties and obligations granted or imposed upon it under this           Agreement. However, NICE may, at its discretion, transfer and/or           assign any of its rights, privileges, duties and obligations granted           or imposed upon it under this Agreement to any NICE Affiliate,           provided that NICE remains responsible towards Contractor, jointly and           severally with the Affiliate, for all of its obligations hereunder so           assigned, and provided further that the assignee signs this Agreement.",Anti-Assignment,Original Corporate,HIGH,splits/train.csv,False
"Franchisee agrees to return all materials and supplies identified by the Marks in full cases or  packages  to Pretzel  Time for credit and dispose of all other materials and supplies, but not equipment,  identified by the Marks within thirty (30) days after the effective  date of  termination or expiration of this Agreement.",Post-Termination Services,Original Corporate,HIGH,splits/train.csv,False
"No party will be liable to any other for any indirect, consequential, or special damages or for loss of profits. This limitation does not, however, apply to any obligation of either party to indemnify the other in connection with any Indemnifiable Loss.",Uncapped Liability,Original Corporate,HIGH,splits/train.csv,False
"Any assignment, delegation, or other transfer without such prior written consent will be null and void.",Anti-Assignment,Original Corporate,HIGH,splits/train.csv,False
"Further, Pey Dirt will be entitled to fifty percent (50%) of all gross profits (i.e., gross revenues less only Company's actual out-of-pocket costs of obtaining the raw merchandise) generated from merchandise related to the Endorsed Products and/or the Manning Identification, said merchandise to be advertised exclusively on the back panel of each box of Endorsed Products.",Revenue/Profit Sharing,Original Corporate,HIGH,splits/train.csv,False
"Inktomi will grant to Microsoft an irrevocable, non-exclusive,  royalty-free license to use the Product (and all required underlying Inktomi  Technology) solely in connection with Microsoft's operation of the Microsoft  Search Engine (which license shall include the right to create enhancements and  other derivative works based thereon for use in conjunction therewith) for such  period as Microsoft may require to transition its search engine services to  non-Inktomi technology (the ""Transition Period""), and Inktomi will waive all  royalties otherwise payable pursuant to the Software Development Agreement  and/or the Information Services Agreement between the parties of even date  herewith; for the purposes of this clause (iv), the Transition Period will  commence at such time as Microsoft assumes control over said separate cluster  and begins itself operating the Microsoft Search Engine, and will continue  thereafter for eighteen months (18) or until the",License Grant,Original Corporate,HIGH,splits/train.csv,False
"EXCEPT IN CONNECTION WITH A BREACH BY EITHER PARTY OF SECTION 8, NEITHER PARTY WILL  BE LIABLE FOR ANY SPECIAL, INDIRECT, CONSEQUENTIAL, EXEMPLARY, PUNITIVE OR INCIDENTAL DAMAGES ARISING OUT OF OR  RELATED TO THIS AGREEMENT, HOWEVER CAUSED AND UNDER ANY THEORY OF LIABILITY (INCLUDING NEGLIGENCE), EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES",Cap On Liability,Original Corporate,HIGH,splits/train.csv,False
Any assignment made by either Party in contravention of this Section 15.7 shall be null and void for all purposes.,Anti-Assignment,Original Corporate,HIGH,splits/train.csv,False
"Notwithstanding the foregoing, if PB terminates this Agreement pursuant to this Section 14.2.1 above based on SFJ's failure to make any payment due to PB in accordance with ARTICLE 4, then, if PB elects to continue development of the Product and obtains Regulatory Approval following such termination, PB shall remain obligated to pay to SFJ fifty percent (50%) of any Approval Payments that become due and payable pursuant to ARTICLE 6 at such time that such payments become due and payable (if ever) pursuant to ARTICLE 6 (or, as applicable, fifty percent (50%) of any Buy-Out Payment that PB elects to pay pursuant to Section 6.7), provided that such Approval Payments (or Buy-Out Payment, as applicable) shall also be adjusted as set forth in Section 6.2.",Post-Termination Services,Original Corporate,HIGH,splits/train.csv,False
